Country Name,Year,Employment Sector: Agriculture,Employment Sector: Industry,Employment Sector: Services,Unemployment Rate,GDP (in USD)
Netherlands,1998,3.48961273763082,22.7557714214964,73.7546026130725,4.394,438612530548.767
New Caledonia,1998,6.24347016099593,24.2702314867263,69.4875571164231,18.623,3556304832.68104
New Zealand,1998,8.54012833437781,24.2354318229294,67.2244398426927,7.718,56227169851.0448
Nicaragua,1998,33.7765611881821,18.4029929436693,47.8204458681486,7.187,4635347385.5446
Niger,1998,78.8209940888975,8.31805548000845,12.8609504310941,1.389,2643363518.99272
Nigeria,1998,50.68860011543,11.2217148149624,38.0896850696076,3.935,218416200672.727
North Macedonia,1998,25.8406801007557,34.6512446288339,39.5078900577863,34.5,3765745023.2074
Norway,1998,4.73762599359917,22.8055572920332,72.4568604298897,3.737,154230295158.447
Oman,1998,6.80654374385099,9.43997899722349,83.7533446656395,4.259,16044213263.9792
Pakistan,1998,43.5952138707079,20.8162166469728,35.5885694823193,0.645,62191955814.3478
Panama,1998,17.7582719918373,18.0739377596385,64.1677902485242,6.23,11019557700.0
Papua New Guinea,1998,35.4251477347341,3.50595628927868,61.0688959759873,2.862,3789443014.61662
Paraguay,1998,27.4951673233859,19.0396105400034,53.4652221366107,4.417,9260481572.42462
Peru,1998,38.8905160076045,16.2298525387403,44.8796219599317,5.096,55501467877.381
Philippines,1998,38.6275934316906,16.3835318706434,44.9888783715048,3.698,74492416329.9142
Poland,1998,19.8382767127813,32.1836731304571,47.9780501567616,9.935,175282269666.801
Portugal,1998,13.9272155415587,35.2089128295979,50.8638716288435,4.64,123946327916.296
Qatar,1998,3.24651629529956,34.8669806372158,61.8865030674847,0.87,10255495027.4725
Romania,1998,41.9712771424824,28.7725374506584,29.2561762929474,5.63,41696091973.7076
Russian Federation,1998,11.6873343617753,29.1302490146455,59.1824166235792,13.261,270955486862.442
Rwanda,1998,89.7341194334662,2.35256025913142,7.9133203074024,11.352,1989343546.17594
Samoa,1998,43.1127830122346,11.513851778934,45.3733652088314,4.128,269485244.15511
Sao Tome and Principe,1998,34.292767619771,16.219955509739,49.4872768704899,14.402,72285403.8423458
Saudi Arabia,1998,7.29422473797474,24.9215121935162,67.7842467728988,4.771,146775466666.667
Senegal,1998,50.690586983668,12.7375565887206,36.5718971425826,2.769,6505607909.05324
Serbia,1998,28.0798117686211,26.4040142245036,45.5161740068753,13.7,21004077441.4802
Sierra Leone,1998,70.2514398361099,3.02526638578589,26.7232293559069,4.161,672368187.114756
Singapore,1998,0.845628889517136,29.9138216178551,69.2406006158301,3.41,85728207781.7785
Slovak Republic,1998,8.25124336518833,39.4281499609804,52.3206522308593,12.421,29976207629.4888
Slovenia,1998,12.0696935034398,39.5152118672415,48.4150946293187,7.4,22058635314.4836
Solomon Islands,1998,51.0444711666365,6.41261665833076,42.5423800959871,2.164,457579840.225066
Somalia,1998,39.3290607339569,14.843641253502,45.8272980125411,19.169,2962047564.41651
South Africa,1998,21.9315553922286,26.8306235413171,51.2378280875807,22.673,152982984557.233
Spain,1998,7.69790085276801,30.5077486226423,61.7943505245897,18.673,618731484575.12
Sri Lanka,1998,41.5779985217219,21.6842429727841,36.737758505494,9.17,15794972847.1683
St. Lucia,1998,23.136295900042,18.7535822093157,58.1101218906423,21.6,877407407.407407
St. Vincent and the Grenadines,1998,18.4196917985314,21.1526528079429,60.4250698107353,20.514,373618518.518519
Sudan,1998,52.6867838535684,14.2845742028864,33.0286419435451,15.336,11250221536.7484
Suriname,1998,5.79662191970757,25.976082435243,68.2272956450495,10.63,1110850000.0
Sweden,1998,3.05916965008076,25.8918461888671,71.0490087970066,8.941,270889570937.999
Switzerland,1998,4.92649865317393,24.9120384328391,70.1614889496735,3.568,303459014346.806
Syrian Arab Republic,1998,27.8530162786752,28.9783945858295,43.1685891354954,7.376,15200846153.8462
Tajikistan,1998,60.374870211092,15.6717030101651,23.9534267787428,4.65,1320199581.52261
Tanzania,1998,83.8737762554938,2.69000997835862,13.4362071205541,3.28,12172790056.3733
Thailand,1998,54.0707465199749,18.6700442836113,27.2592152906285,3.404,113675596787.738
Timor-Leste,1998,67.2997850445628,8.2422868464418,24.4579281089954,3.445,325729800.0
Togo,1998,57.8611372720135,7.95686313997958,34.1819995880069,3.826,2241650112.33333
Tonga,1998,35.3832543804577,28.7597739855031,35.8598253524342,3.356,191504892.761394
Trinidad and Tobago,1998,8.14191076702051,28.2045654082529,63.6533242876526,14.21,6043686653.62189
Tunisia,1998,21.086325890303,32.1234972526683,46.7901395367584,15.476,21802893587.126
Turkiye,1998,41.5042246241389,21.9487206483739,36.5470499417334,6.888,275941990764.18
Turkmenistan,1998,36.0491021309405,28.3876261290438,35.5633478531899,12.2,2605689134.49042
Uganda,1998,70.8163804484395,7.67727755320043,21.5063419983601,3.437,6584815846.52754
Ukraine,1998,22.640836985388,23.8220984249266,53.5370597413961,11.32,41882523345.1804
United Arab Emirates,1998,8.48164381631643,28.6063068078945,62.9119875819001,2.068,75674336283.1858
United Kingdom,1998,1.71811620466999,26.666090288747,71.6157825256319,6.198,1653694932096.72
United States,1998,2.56954373702797,23.2095720342696,74.2208739175849,4.511,9062817000000.0
Uruguay,1998,10.7794154384212,21.8392823029786,67.3813757329062,9.362,25385886977.5228
Uzbekistan,1998,39.3954857190018,19.7023349416944,40.9021667582567,13.3,14988971210.8383
Vanuatu,1998,68.3333077478086,4.52556761486621,27.1411246373252,8.24,262293410.708334
"Venezuela, RB",1998,9.9850382135506,24.5091430540098,65.5058187324396,11.15,91336763255.0597
Viet Nam,1998,64.7593088390967,11.5841706903284,23.6565204705749,2.29,27209602050.0452
West Bank and Gaza,1998,14.3106143117163,36.8533766298169,48.8358253912571,10.422,4067800000.0
"Yemen, Rep.",1998,56.8796451267361,10.8373365018979,32.2830463688149,10.829,6322175565.94651
Zambia,1998,71.5338837379933,7.04783826054882,21.4182780014578,12.0,3537741941.89367
Zimbabwe,1998,63.8599967102315,12.7715167113346,23.3684865784339,6.39,6401968715.47602
Albania,1999,50.6929932177496,12.5712830721511,36.7358163005486,20.835,3283941510.49964
Algeria,1999,22.4750588949746,24.708934666785,52.8159903555056,28.548,48640671734.9711
Angola,1999,37.572139586702,8.48797615776396,53.9398842555341,16.593,6152923310.44546
Argentina,1999,12.0645943871306,20.9808536775667,66.9545448454638,14.05,283523000000.0
Armenia,1999,56.0221177193695,13.6692903313368,30.3085919492937,11.2,1845482173.02732
Australia,1999,4.93306161929541,22.0820843598921,72.9848540208125,6.876,389652212056.649
Austria,1999,6.23294542266306,29.7575446249674,64.0095099523695,4.699,216421809125.916
Azerbaijan,1999,42.3139305558537,11.1726219115386,46.5134475326077,10.9,4581248566.50158
"Bahamas, The",1999,4.03201859144019,16.7187399134982,79.2498870311794,7.45,7683870000.0
Bahrain,1999,1.70537160238116,28.1764932341927,70.1184533297699,1.115,7528469148.93617
Bangladesh,1999,61.4236968737524,9.84041694550364,28.7358974298402,3.087,51270569883.5275
Barbados,1999,4.31320397994008,21.405796869242,74.2809991508179,10.61,2951822204.54432
Belarus,1999,19.8900271080847,33.6652354125621,46.4447374793533,12.8,12138243080.6258
Belgium,1999,2.39302003471448,25.7711699481787,71.8358100171068,8.649,258245733221.468
Belize,1999,27.4714536977582,16.9895865322873,55.5403556771546,12.84,1000250000.0
Benin,1999,52.7057452167348,17.5970798002487,29.6971749830166,0.949,3677393998.74486
Bhutan,1999,70.2727344637943,5.68783123852504,24.0398506226139,1.4,399311199.50776
Bolivia,1999,39.9502327421244,18.9114471895322,41.1383200683434,2.303,8285064434.56826
Bosnia and Herzegovina,1999,20.7320545700079,35.9420769269082,43.3257745270421,24.284,4686256363.04707
Botswana,1999,20.2824168194536,21.7015686127776,58.0160145677688,18.236,5484263346.88105
Brazil,1999,15.5560435078719,22.7832542437345,61.6607022483937,11.125,599642024319.531
Brunei Darussalam,1999,1.47761085710139,21.5625226794397,76.9598664634589,5.434,6309070374.83966
Bulgaria,1999,13.7662879508756,34.0473902680201,52.1863217811043,14.1,13637098579.109
Burkina Faso,1999,86.0406342966596,4.04415816699052,9.91522885437974,2.549,3389566712.66037
Burundi,1999,92.0491608367307,2.21794621998756,5.73293198956839,3.125,808077223.365746
Cabo Verde,1999,30.5989232839838,17.2917601315986,52.1100643038732,13.13,592416703.058878
Cambodia,1999,74.8985786584193,7.26554522988591,17.8358946091126,0.726,3517242477.2548
Cameroon,1999,67.1644504351913,9.51449824785434,23.3210513169544,7.601,11565826464.8921
Canada,1999,2.80597298431611,23.1216177950003,74.072415966038,7.583,678412196271.118
Central African Republic,1999,75.7767648446318,6.86976475851299,17.3533941855334,5.411,999477510.686632
Chad,1999,81.6080004152904,2.82944875488787,15.5625508298217,0.752,1534673583.2487
Chile,1999,14.4337701256656,23.4227975388597,62.1434503383735,11.158,75578685735.5219
China,1999,50.099446224944,23.0005363579121,26.9000172743676,3.25,1103843203575.64
Colombia,1999,18.9573823193844,18.2770470952257,62.7655705853899,20.06,86278947636.962
Comoros,1999,58.5789574716856,14.0751793099838,27.3458632183306,4.546,382454989.945311
"Congo, Dem. Rep.",1999,74.3184966193893,7.60262224111663,18.078881139494,3.22,4711259427.27273
"Congo, Rep.",1999,44.3395646789095,22.4729419906029,33.1874933304877,20.11,2354772960.28296
Costa Rica,1999,16.6114600088926,23.2796554411277,60.1088845499796,5.9,14254866284.6542
Cote d'Ivoire,1999,51.9445581987011,12.1082044307604,35.9472373705385,4.415,18870992455.568
Croatia,1999,16.9170333449703,29.2208906970287,53.8620759580011,13.559,23777026779.3004
Cuba,1999,23.3200434530584,22.9345082171391,53.7454483298025,6.26,28364615200.0
Cyprus,1999,4.66491249150909,24.3432265215589,70.9921062117909,5.532,10497907227.616
Czechia,1999,5.2534254458803,40.614200290824,54.1323742632957,8.702,65586562604.8621
Denmark,1999,3.32163502151693,26.9249509437523,69.7534140347308,5.141,177887720535.535
Djibouti,1999,2.44586233565352,4.56654714195317,92.9875905223933,26.74,536080148.097299
Dominican Republic,1999,17.5443902876068,25.3012429651031,57.15436674729,6.308,22136579396.9218
Ecuador,1999,27.3747598769305,23.1897346348609,49.4355054882087,4.658,19645272636.3182
"Egypt, Arab Rep.",1999,28.6998775639148,22.5813738931898,48.7187433038673,7.95,90710704806.8416
El Salvador,1999,22.1361454167994,24.9753588827158,52.8884957004848,7.3,11284197000.0
Equatorial Guinea,1999,63.4455151058325,9.88754660093304,26.6669382932345,7.954,621117885.668503
Eritrea,1999,68.164432452844,8.78266306918653,23.0528029689362,5.553,688918537.115555
Estonia,1999,8.58809636754509,31.6286330436655,59.7832705887894,11.573,5756912265.75809
Eswatini,1999,18.405470990514,25.3139201411869,56.2806088682991,23.837,1547888495.98428
Ethiopia,1999,76.3554121512167,6.51161580478155,17.1329720440017,3.714,7892973531.80045
Fiji,1999,20.1602055971831,17.8535787594079,61.986215643409,4.702,1936459986.03795
Finland,1999,6.38065194346524,27.7298086819039,65.8895393746308,11.693,135234241918.147
France,1999,4.24285712491927,26.2953776558587,69.4617610337188,11.981,1486915879701.93
Gabon,1999,40.6864307725003,9.82294655190734,49.4909547338221,17.572,4662992036.2073
"Gambia, The",1999,62.169688157951,4.99269257762092,32.8373677180467,9.804,814724032.065735
Georgia,1999,52.2532926075835,9.44648079025731,38.3002266021591,13.8,2800025882.71672
Germany,1999,2.86390678702633,33.8350511185668,63.3010393351637,8.854,2213873468586.88
Ghana,1999,54.9450549450549,13.9860102991646,31.0689347557805,10.1,7718109982.26093
Greece,1999,17.3715183173426,22.9890990177405,59.6394059461723,12.138,137131371955.307
Guatemala,1999,38.6722454305054,22.8619028114398,38.4658517580549,2.567,18318412251.3642
Guinea,1999,71.656238156605,5.42636583133813,22.9173960120568,4.509,5046806782.54761
Guinea-Bissau,1999,61.8760698577891,9.9932566539353,28.1309464982377,3.539,579365780.135134
Guyana,1999,26.1925740999094,23.7939643145605,50.0130536586958,11.802,694754988.258295
Haiti,1999,52.0421296464874,10.6937134646249,37.264191901226,7.2,4153725883.84082
Honduras,1999,35.0631850982975,22.0421588399116,42.8946989340248,3.85,6414520529.61672
"Hong Kong SAR, China",1999,0.329341669119583,23.545008070014,76.1256502608664,6.25,165768095391.557
Hungary,1999,6.95389130043656,34.3533438940509,58.6927648055125,6.929,49160204397.4635
Iceland,1999,8.9167898810929,23.1427754929612,67.9404346259459,2.178,8982047589.4895
India,1999,60.1915752034813,16.167349224696,23.6410755718227,7.617,458821052615.79
Indonesia,1999,45.1711642398104,17.6241222087319,37.2047146434909,6.358,140001351215.462
"Iran, Islamic Rep.",1999,23.0957577492992,30.7412817885327,46.1629604621681,11.173,113848450088.686
Iraq,1999,15.0639017504463,26.4353181023546,58.5007993602812,8.002,36881601583.8194
Ireland,1999,8.64111191853124,28.3048554338352,63.0540326476336,5.804,98893958262.6438
Israel,1999,2.36866012848065,24.8704359666569,72.7609039048625,11.183,121417185061.719
Italy,1999,5.42122744920129,32.3764723754905,62.2022953433523,11.681,1255004736463.98
Jamaica,1999,20.5948183037339,17.9843333677675,61.420755263082,6.825,8887057997.36228
Japan,1999,5.21725734412406,31.8641937836722,62.9185504162978,4.677,4635982224063.88
Jordan,1999,4.27032841158311,20.4420595120024,75.2876120764145,13.761,8149929478.13822
Kazakhstan,1999,36.5813878940867,16.2381248365718,47.1804723529027,13.46,16870817181.7799
Kenya,1999,45.6551275026261,13.1287541270975,41.2161272110572,2.89,12896010459.3711
"Korea, Rep.",1999,11.3438142619212,27.5119543729753,61.1442313651036,6.342,497514040642.262
Kuwait,1999,2.27275350209237,19.9526360616839,77.7747258454302,0.7,30122365849.2518
Kyrgyz Republic,1999,52.3890515221171,11.5513329132784,36.0596603465857,1.743,1249061487.01457
Lao PDR,1999,82.740121026979,4.49559565026115,12.7642833227598,2.154,1454430642.44959
Latvia,1999,17.491606063492,25.7562648046345,56.7520278170091,13.79,7324192889.74297
Lebanon,1999,6.1963653951378,23.5603852253164,70.2433363692749,8.745,17391056369.2265
Lesotho,1999,47.9653423085916,22.3722629721662,29.6625306530805,16.226,912773681.050642
Liberia,1999,52.9737098312747,10.3036332811407,36.7226568875846,2.19,441800000.0
Libya,1999,14.4715767259097,26.0337346741108,59.4947673457174,19.334,35975860857.1164
Lithuania,1999,19.9888880421395,27.0699929589528,52.9410538643364,13.388,11022095813.552
Luxembourg,1999,1.95220937487704,21.9841372448721,76.0630912698636,2.39,21899317598.8414
"Macao SAR, China",1999,0.399963593705756,26.1816876339954,73.4183487722989,6.348,6547670439.26
Madagascar,1999,78.6706460200346,8.50197473062215,12.8273792493433,5.823,4277903780.29131
Malawi,1999,73.2516494858603,7.16540968228117,19.58296260222,5.009,2584478924.06081
Malaysia,1999,15.9043313495527,31.6008163274618,52.49486373058,3.43,79148421052.6316
Maldives,1999,15.5785577979529,20.525067946568,63.8952177181519,1.71,589239753.610875
Mali,1999,66.805111947908,7.81352881896359,25.3813592331284,1.364,3440724709.59258
Malta,1999,2.15482841181165,32.5483246986892,65.2961705466203,6.327,4111891844.77116
Mauritania,1999,44.8942745903873,15.6476249155502,39.4582656771101,10.036,1985922775.53351
Mauritius,1999,11.2010898517035,38.4848618840369,50.3140482642596,9.28,4402193195.46945
Mexico,1999,20.2211625209294,25.6585585224359,54.1202816861197,2.598,631249359702.389
Moldova,1999,48.8963472864855,13.6454791323937,37.4581735811208,11.14,1170782957.37443
Mongolia,1999,49.4837898241899,15.5358451640924,34.9803650117177,5.848,1057408588.68269
Montenegro,1999,10.6872162119187,24.3432017479285,64.9701709648353,30.676,828950327.353261
Morocco,1999,43.8650446680803,21.3572751702527,34.777680161667,13.94,46266428648.1433
Mozambique,1999,82.7570324619011,2.81303565394058,14.4299318841583,2.663,6285219691.22462
Myanmar,1999,62.3022102378991,12.2272145626066,25.4705706555411,0.754,8486832800.88498
Namibia,1999,33.6742985188729,12.9240988150525,53.4013737791745,21.669,3868551730.39163
Nepal,1999,73.28497442624,12.1319576176754,14.5830679560845,10.581,5033642384.10596
Netherlands,1999,3.21088853525191,22.328002479355,74.4611218772142,3.622,447778514140.155
New Caledonia,1999,5.8296239070988,24.2369618266318,69.9321880096629,18.293,3647802049.80911
New Zealand,1999,9.42110038640239,23.098772853947,67.4801267596506,7.023,58762260625.8758
Nicaragua,1999,33.3287342132176,18.4741208721384,48.197144914644,7.162,4856026259.07657
Niger,1999,78.838585652845,8.20378533254901,12.9576290146059,1.393,2537789820.69295
Nigeria,1999,50.2942271698273,11.1783196136751,38.5274532164977,3.997,59145077039.1437
North Macedonia,1999,25.4468813217955,34.4030442648225,40.1498961777366,32.4,3863619284.77939
Norway,1999,4.59854740217147,22.2580164846542,73.1434361131743,3.247,162383706021.13
Oman,1999,6.62324945089099,10.09255201418,83.2843285785067,4.342,17832769830.9493
Pakistan,1999,43.4511890826288,20.957861366169,35.5909495512022,0.652,62973857068.5113
Panama,1999,17.4357945248764,18.1919400223737,64.3722654527499,6.232,11660704800.0
Papua New Guinea,1999,35.3603649342848,3.56914792555998,61.0704871401552,2.939,3477038204.01733
Paraguay,1999,28.8866367136205,18.9570824551675,52.1563306091526,5.343,8837070235.51892
Peru,1999,38.8320374074321,16.1155262180058,45.0524273028388,5.01,50187324567.883
Philippines,1999,38.8476251129884,16.279653802066,44.8727175100718,3.749,85640171045.1254
Poland,1999,19.1767982828122,31.7102814389693,49.1129136559226,12.29,170704452714.673
Portugal,1999,12.7822864101461,34.353154812806,52.8645587770479,4.579,127470385557.184
Qatar,1999,2.90868106773894,35.6465356845507,61.4447832477104,0.87,12393131868.1319
Romania,1999,43.9935709535845,27.0718442622611,28.9345755777069,6.239,35953156753.739
Russian Federation,1999,15.0080331871992,29.0024122884567,55.9895608278494,13.036,195907128350.934
Rwanda,1999,89.3892098941765,2.39524767902357,8.21554242679998,11.627,2157108262.84452
Samoa,1999,42.0826539021268,11.7563515859239,46.1609945119492,4.49,255408060.259486
Sao Tome and Principe,1999,33.0563593405718,16.7166635695134,50.2269770899148,14.356,77302211.9248351
Saudi Arabia,1999,7.31678471402885,24.2408122211374,68.4423873586918,4.346,161717066666.667
Senegal,1999,49.9038296526493,12.8204010341136,37.2757296798774,2.684,6592834932.80876
Serbia,1999,27.636611791139,26.063311084131,46.30007712473,13.7,20878694850.5767
Sierra Leone,1999,70.0208995747486,3.31540625676602,26.6636941684854,4.195,669386623.951402
Singapore,1999,0.903522182246706,29.2845337732584,69.8119940208312,4.85,86286849754.8905
Slovak Republic,1999,7.37171968557684,38.453843250061,54.1744370643622,16.099,30496272225.1337
Slovenia,1999,10.8442287819562,37.8018151592757,51.353956058768,7.33,22609669083.7179
Solomon Islands,1999,50.5655718731514,6.48131478099843,42.9531133458502,2.202,488024514.369359
Somalia,1999,39.0419160707013,14.829274453875,46.1288094754237,19.164,3045751527.66005
South Africa,1999,21.5473405829091,26.9007318970397,51.5519275200511,22.791,151516957078.536
Spain,1999,7.20863341879342,30.6782574121552,62.1131224667823,15.475,634394904386.874
Sri Lanka,1999,39.7214566236399,22.2477301839783,38.0308413451387,8.88,15656327859.5696
St. Lucia,1999,21.7070072809889,19.2239574947673,59.0690352242437,18.09,921851851.851852
St. Vincent and the Grenadines,1999,17.5677753292677,20.906575103777,61.5256495669554,20.531,390718518.518519
Sudan,1999,52.2734889456473,14.2522669751731,33.4742606536645,15.387,10682028339.6898
Suriname,1999,7.26954445991645,19.9840859359459,72.7463696041377,13.6,886290697.674419
Sweden,1999,3.00710945391812,24.9856635210392,72.0072270250427,7.607,274320415375.678
Switzerland,1999,5.0918065132626,24.5324493834222,70.3757441033152,3.053,297873643323.126
Syrian Arab Republic,1999,27.8349894930723,28.2920067016535,43.8730038052742,7.6,15873875968.9922
Tajikistan,1999,60.4820594321712,15.4319806867748,24.085959881054,4.45,1086612290.27171
Tanzania,1999,83.4868128681722,2.74510211569904,13.7680850161288,3.215,12704334195.8151
Thailand,1999,51.6924190981631,19.5633064655891,28.7442744362478,2.968,126669211778.94
Timor-Leste,1999,67.806203786648,7.66044668478508,24.5333495285669,3.463,225357600.0
Togo,1999,57.5199296386829,8.07028211592372,34.4098521173225,3.925,2226577203.91399
Tonga,1999,35.0139180821451,29.3018235528035,35.6842583650514,3.712,199208717.501913
Trinidad and Tobago,1999,8.12027118828822,27.7356790121054,64.1440497996064,13.12,6808982520.75759
Tunisia,1999,20.6678334029328,32.2609037793625,47.0712262505421,15.21,22943202174.9668
Turkiye,1999,40.178719365928,21.7605562324055,38.0607291424344,7.687,256395932738.435
Turkmenistan,1999,35.7052704381533,28.3113620662208,35.9834436657321,12.7,2450564100.18292
Uganda,1999,70.2588887605287,7.74632695606437,21.9947714044584,3.468,5998563257.94659
Ukraine,1999,22.5430077785231,23.647379172704,53.8096130487729,11.864,31580639553.8298
United Arab Emirates,1999,8.50884636513142,28.3229828733632,63.1681707615054,2.197,84445473110.9598
United Kingdom,1999,1.5539871579727,25.8109069730047,72.6351058690226,6.042,1687830448147.55
United States,1999,2.45789873334491,22.7091572563178,74.8329440103373,4.219,9631172000000.0
Uruguay,1999,11.1926984756808,22.059667738098,66.7476337862211,10.466,23983945190.6202
Uzbekistan,1999,38.4974718298577,20.011536537331,41.4910039371387,13.3,17078465982.0282
Vanuatu,1999,68.1824961221811,4.56687746092352,27.2506264168954,8.308,268006972.690296
"Venezuela, RB",1999,10.1912716292445,22.7096972717982,67.0990310989573,14.53,97972842461.5131
Viet Nam,1999,64.9754364403723,12.0018603885374,23.0227005376203,2.33,28683659006.7752
West Bank and Gaza,1999,13.890040367991,36.6895045002571,49.4204551317519,10.339,4271200000.0
"Yemen, Rep.",1999,54.1130312126162,11.136159954707,34.7508088326768,11.46,7639325295.88287
Zambia,1999,70.3733296015748,6.3310377285474,23.2956326698777,12.495,3404284890.5306
Zimbabwe,1999,64.1534007401131,12.640459054966,23.2061641459551,6.0,6858013652.196
Afghanistan,2000,65.3479607149601,9.20786306552223,25.4441762195177,7.935,3521418059.92345
Albania,2000,49.9195895236636,13.0612323042251,37.0190870037707,19.023,3584570164.85195
Algeria,2000,22.2354209957696,24.812042428412,52.9525365758185,29.77,54790398570.3282
Angola,2000,37.1460067373979,8.56500275280516,54.2890081673027,16.682,9129594970.15301
Argentina,2000,11.8943940069522,20.2029550063968,67.9026580788139,15.0,284203750000.0
Armenia,2000,55.910640465202,13.7242878078198,30.3651498439223,11.095,1911563668.85006
Australia,2000,4.85744581654116,22.4184477835673,72.7241063998916,6.288,416167815092.908
Austria,2000,6.05078317146185,30.0245893328607,63.9246274956774,4.687,196181599831.287
Azerbaijan,2000,41.0095838307922,10.878672225158,48.1117439440497,11.78,5272615722.96892
"Bahamas, The",2000,4.11070231585314,16.9940528689867,78.8952448151602,7.12,8076470000.0
Bahrain,2000,1.64056924306288,28.4551382543294,69.9042925026077,1.083,9062898936.17021
Bangladesh,2000,60.8461556945105,10.0448840008836,29.1089603046059,3.27,53369787318.6245
Barbados,2000,3.72128066114675,20.3874295123732,75.89128982648,9.35,3059500000.0
Belarus,2000,19.2797857586165,33.5408567855068,47.1793574558766,12.224,12736780455.1539
Belgium,2000,1.90788828649554,25.8134549578829,72.2786567556216,6.586,236792460312.471
Belize,2000,26.0959136307925,17.40292591337,56.5024643388009,10.836,1138900000.0
Benin,2000,51.9127001238345,17.7106825322279,30.376653948887,0.864,3519991440.47913
Bhutan,2000,69.4982987738332,6.0196924953457,24.4820087308211,1.66,460733418.399276
Bolivia,2000,38.9389811214985,18.6186035791374,42.4423876300424,2.447,8397855484.76908
Bosnia and Herzegovina,2000,19.6453075284158,36.4443464141239,43.9103460574604,25.187,5567772768.81188
Botswana,2000,19.955554681508,21.1543983165844,58.8900470019076,15.88,5788329609.15755
Brazil,2000,15.3721146233434,22.5861982127971,62.0416942357181,10.889,655448231983.527
Brunei Darussalam,2000,1.42350748882631,21.4569935409749,77.1194989701988,5.459,6570999059.70575
Bulgaria,2000,13.1963420879566,32.8306553277474,53.9730373990069,16.218,13245990274.4581
Burkina Faso,2000,85.4136945955063,4.16266715393528,10.4236382505584,2.679,2968370087.59759
Burundi,2000,91.8649256519236,2.24380075450437,5.89127359357201,3.129,870486065.883137
Cabo Verde,2000,29.2854404606048,18.1341453711674,52.5804141682278,13.088,539227277.626411
Cambodia,2000,73.4763113841752,8.53602555914231,17.9876630566825,0.744,3694168979.32019
Cameroon,2000,66.6471659281055,9.63533725219495,23.7174968196996,7.536,10566579294.9831
Canada,2000,2.51550830718723,23.2941717724786,74.1903133385593,6.829,744773415931.587
Central African Republic,2000,76.0358602715553,6.75915236399862,17.2049134074432,5.362,916777282.691659
Chad,2000,81.5904256639878,2.95121789725466,15.4583564387575,0.79,1388506771.58756
Chile,2000,14.4374699329789,23.3935607444972,62.1689515379643,10.491,78339750721.364
China,2000,50.0006885569454,22.499827550444,27.4994782504355,3.26,1223754919971.05
Colombia,2000,20.3207252566736,18.2889373642092,61.3903373791172,20.52,99875074951.0278
Comoros,2000,57.7914827094535,14.2662039820652,27.9423133084812,4.398,351136579.648632
"Congo, Dem. Rep.",2000,74.1589112287059,7.4821749707012,18.3589029027668,3.234,19088046305.7971
"Congo, Rep.",2000,43.7895111380128,22.7940988521002,33.4162877653119,19.87,3227927697.57921
Costa Rica,2000,16.2859206151964,22.4188228252454,61.2952565595581,5.08,15013629661.8969
Cote d'Ivoire,2000,51.6749531737937,12.0047382756248,36.3202910764864,4.816,16577533891.8785
Croatia,2000,16.4966262364008,29.3119023860961,54.1914108289819,16.064,22134411297.473
Cuba,2000,22.687919346123,22.9722789230669,54.339778647802,5.45,30565400000.0
Cyprus,2000,5.40440053331186,23.7697949401682,70.82580452652,4.766,9985847313.85485
Czechia,2000,4.97646426086658,40.4581669163364,54.565368822797,8.764,62175642238.0847
Denmark,2000,3.66820580136137,25.3380140833393,70.9937434284721,4.476,164043817223.59
Djibouti,2000,2.39725736785384,4.50599526488633,93.0967473672598,26.664,551230861.856505
Dominican Republic,2000,15.6023346764636,24.6425232414211,59.7551420821153,6.432,24305780628.6677
Ecuador,2000,27.9298315178023,23.258615765442,48.8115324035009,4.8,17539454727.3637
"Egypt, Arab Rep.",2000,29.6328153208937,21.297354520525,49.0698354474987,8.98,99838543960.0763
El Salvador,2000,21.6153000029501,24.2343700319687,54.1503767918862,6.96,11784927700.0
Equatorial Guinea,2000,62.8162011990057,10.3065750353366,26.8772237656577,7.955,1045998496.43872
Eritrea,2000,67.9394856948881,8.73859363368881,23.3218199418387,5.608,706370815.584416
Estonia,2000,6.36215726387764,34.9923798278253,58.6454629082971,13.36,5686579747.53524
Eswatini,2000,18.3637094378528,25.2756565956629,56.3606339664844,24.502,1738093840.36607
Ethiopia,2000,76.6365809793811,6.63928720308932,16.7241318175296,3.5,8242349617.8638
Fiji,2000,21.4747553610618,18.3160180686728,60.2092265702654,4.7,1678219507.89829
Finland,2000,6.2080645814702,27.9523863248772,65.8395490936526,11.134,125967821110.589
France,2000,4.14289723126155,26.2749635960844,69.5821350909256,10.218,1360959069477.49
Gabon,2000,40.4276336031143,10.0065097208593,49.565532809317,17.789,5080483628.53013
"Gambia, The",2000,61.2566605837193,5.13330913148668,33.610030284794,9.787,782913871.80966
Georgia,2000,52.1693851287093,9.80999827767146,38.0205631051551,10.82,3057475335.18846
Germany,2000,2.63752420510373,33.5310715100162,63.8314042848801,7.917,1966980701145.1
Ghana,2000,53.1266830081649,15.5413028995346,31.332000905165,10.456,4982850662.20851
Greece,2000,16.754004887632,22.9083685018147,60.3376036358799,11.345,125760166224.805
Guatemala,2000,39.7694552878879,22.4929321322185,37.7376125798936,2.606,19288929030.0508
Guinea,2000,71.3487315356894,5.42049485064741,23.2307736136632,4.599,4367458866.71537
Guinea-Bissau,2000,60.9565377463444,9.95675384373224,29.0867084099234,3.557,391345597.488269
